Business address,Industry (ANZSIC4) description,Industry Category,Seating type,Trading name,Latitude,Longitude
Restaurant 33 Spencer Street DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gaylord,-37.820177302,144.954200173
"Part Ground , 33 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,RAB Lounge,-37.820177302,144.954200173
"Part Ground , 107-117 Victoria Harbour Promenade DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Whitelion/Wheelly Good Coffee,-37.820034295,144.940523783
Part Ground 107 Victoria Harbour Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,pouring for a purpose,-37.820034295,144.940523783
Part Ground 107 Victoria Harbour Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pouring for a Purpose,-37.820034295,144.940523783
555 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Hot kitchen,-37.820019491,144.955838158
Part 547 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cherry & Twigs,-37.820019491,144.955838158
"Level 2, 750 Collins Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Olivino On Collins,-37.819999486,144.949333761
"Level 2, 750 Collins Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Shinsei Rice & Sushi Bar,-37.819999486,144.949333761
"Shop 1, 500 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gurkha's Express,-37.819994384,144.957833298
"Shop 1, 500 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Miyabi Japanese Restaurant,-37.819994384,144.957833298
"Shop 1, 500 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kass Kass,-37.819993013,144.957823822
"Shop 1, 500 Flinders Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,K-Rib by Kass Kass,-37.819993013,144.957823822
490 Flinders Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Florin Deli,-37.819951854,144.958000553
490 Flinders Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Florin,-37.819950483,144.957991078
490 Flinders Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kasskass,-37.819950483,144.957991077
10 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Monkey Bar,-37.819928770,144.957646779
10 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Monkey Bar Noodles & Sushi,-37.819928770,144.957646779
"Level 1, 10 King Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Tokyo Hut Japanese Restaurant,-37.819927397,144.957637302
10 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Hardware Societe Pty Ltd,-37.819875446,144.956486388
18 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Delhi Streets,-37.819875446,144.956486388
21 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Romo Pizza Bar,-37.819875446,144.956486388
22 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,HUANG JIN PTY LTD,-37.819875446,144.956486388
"Suite 1, Ground , 517 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rustiq Cafe,-37.819875445,144.956486388
868 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,MIN,-37.819814321,144.942181009
"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,State Of Grace,-37.819755552,144.956948577
803 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Embankment Cafe,-37.819741245,144.945620614
44-54 Spencer Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Jarra Room,-37.819729735,144.954794207
"Shop 2, Ground , 474 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Riverside Deli & Coffee House,-37.819728959,144.958280606
11A Highlander Lane MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Order Bar & Lounge,-37.819704510,144.957979709
809 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafenatics Forte,-37.819704389,144.945062608
Basement 26 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gami Chicken & Beer,-37.819529053,144.957465651
"Vault 4, 369 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Underworld Deli,-37.819512094,144.962307255
"Unit 1, 363-369 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,T'Roy Browns,-37.819510748,144.962297801
"Shop 3-4, Ground 452 Flinders Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Upstanding Citizens Flinders,-37.819465258,144.958599685
Restaurant 1 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Williams Bar & Café,-37.819433058,144.959510897
763-24 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Poppy Thai Docklands,-37.819382282,144.948001527
79 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Spice Den,-37.819382282,144.948001527
"Ground , 487 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mr Bird's MYO,-37.819381314,144.957722029
763 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Poppy Express,-37.819380876,144.947992010
"Unit 3, 22-0 Waterview Walk DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gloria Jeans Coffees Watergate,-37.819380876,144.947992010
2 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Twirled Pasta Bar,-37.819380875,144.947992010
2 Waterview Walk DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Barlog,-37.819380875,144.947992010
20 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe De Kikaku,-37.819380875,144.947992010
20 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Nawab's Palace Dine In,-37.819380875,144.947992010
20 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Supermax Eatery,-37.819380875,144.947992010
2A Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,De Asian Flavours,-37.819380875,144.947992010
2A Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,De Asian Hut,-37.819380875,144.947992010
2A Waterview Walk DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mms Mirchi Madras Streat,-37.819380875,144.947992010
57 Batmans Hill Drive DOCKLANDS VIC 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pizza Hut Docklands,-37.819380875,144.947992010
57 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pizza Hut,-37.819380875,144.947992010
763 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Ginger Leaf Thai Restaurant,-37.819380875,144.947992010
"Shop 3, Ground , 757 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Booji Cafe,-37.819380875,144.947992010
"Shop 3, Ground , 757 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Bleu,-37.819380875,144.947992010
"Shop 3, Ground 757 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,On The Grind Melbourne,-37.819380875,144.947992010
"Unit 3, 22 Waterview Walk DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Gozleme Place,-37.819380875,144.947992010
"Unit 3, 22 Waterview Walk DOCKLANDS VIC 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kebab and Gozleme cafe,-37.819380875,144.947992010
"Ground , 487 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Vo,-37.819379943,144.957712552
"Ground , 487 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Barista Express,-37.819379943,144.957712552
Part Ground 595 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Palm Sugar Thai Cafe,-37.819372634,144.955208879
Part Ground 595 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rice at Collins 595,-37.819372634,144.955208879
"Part Ground , 595 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Commuters Cafe & Bar,-37.819372634,144.955208878
"Part Ground , 595-605 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Commuter's Pit Stop,-37.819372633,144.955208879
"Ground , 485 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Rema,-37.819369528,144.958109541
41-53 Victoria Harbour Promenade DOCKLANDS 3008,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rise International Buffet and Bar,-37.819352396,144.942917052
"Part Ground , 15-33 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Hotel Food and Drink,-37.819295270,144.959207535
"Part Ground 0, 15-33 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Hotel Food Drink,-37.819295270,144.959207535
"Shop 5, 15 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,S M XL,-37.819295270,144.959207535
Part Ground 15-33 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sergy Girl,-37.819293906,144.959198066
"Shop 3-4, 15 William Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mokaa,-37.819293906,144.959198066
"Shop , 607 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Krispy Kreme Australia Pty Ltd,-37.819292432,144.954689304
"Shop 2, 818 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Little Nyonya Australia,-37.819266043,144.943970896
"Shop 2, 818 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Southern China Style Cuisine,-37.819266043,144.943970896
"Shop 9, 818-828 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Blended Beard,-37.819266043,144.943970896
"Part Ground , 737 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bobs Steak and Chop House,-37.819202221,144.949068861
"Part Ground , 737 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Love Peace Espresso,-37.819202221,144.949068861
"Part Ground , 737 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Shuli Sushi,-37.819202221,144.949068861
42-44 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Zest,-37.819185404,144.957332136
42-44 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rare Steakhouse King Street,-37.819184030,144.957322656
42-44 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rare Steakhouse Downtown,-37.819184030,144.957322656
Part Level 1 567 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Virgin Active Australia Pty Ltd,-37.819020086,144.955724681
"Tenancy 10, 567 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Stockroom567,-37.819020086,144.955724681
"Tenancy 10, 567-587 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Stockroom 567,-37.819020086,144.955724681
"Shop 2, 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Banc Cafe,-37.818852455,144.945089508
"Shop 8, 800-0 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Harbour Noodles & Sushi,-37.818852455,144.945089508
"Shop 7, 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Messini,-37.818851050,144.945079984
"Shop 4, 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rhumba's At Nab,-37.81885105,144.945079984
"Shop 8, 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Tataki Noodles & Dumplings,-37.81885105,144.945079984
"Shop 1, Ground , 376 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Harros On Flinders,-37.818842671,144.961563440
"Shop 1, Ground , 376-388 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Four Seasons House,-37.818841320,144.961553983
"Shop 1, Ground , 376 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Iseya Icecream Bar and Cafe,-37.818841320,144.961553984
"Part Ground , 63-77 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Paci,-37.818799400,144.956362414
"Part Ground , 22 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe 22,-37.818778125,144.959974692
"Part Ground , 22 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,SHiraaz at CBD Fine Indian Cuisine,-37.818776766,144.959965227
Part Ground 22 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Shiraaz at CBD Fine Indian Cuisine,-37.818776766,144.959965227
"Level 1, 62-66 King Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,CR's on Collins,-37.818747021,144.957156874
"Level 1, 62-66 King Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Daniels Restaurant,-37.818747021,144.957156874
"Level 1, 62-66 King Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Hare & Grace,-37.818747021,144.957156874
"Room 9, Ground , 223 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,La Stazione,-37.818683111,144.965785246
"Store 73, 0-0 Flinders Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Coffee HQ,-37.818683111,144.965785246
"Part Shop 17, Flinders Street Station Concourse MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Green Light Diner @ Clocks,-37.818681778,144.965775799
1-19 Princes Walk MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Riverland Bar,-37.818680067,144.968663273
Vault 15-19 Princes Walk MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pilgrim Bar,-37.818678748,144.968653849
"Ground , 618B Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Choix Creperie Cafe,-37.818675211,144.954350757
"Ground 0, 98-0 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bakers Central,-37.818675211,144.954350757
"Ground , 618C Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,City Blufish,-37.818675211,144.954350756
525 Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Observation Deck Cafe/bar,-37.818662097,144.957479734
525 Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Saluti Cafe,-37.818662097,144.957479734
"Level 55, 525 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Observation Deck Melbourne 360 Degrees,-37.818660724,144.957470255
"Level 55, 525 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Vue De Monde - Restaurant,-37.818660723,144.957470255
Level 55S 525 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Lui Bar / Vue de monde,-37.818660723,144.957470255
Level 55S 525 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Vue de monde / The Lui Bar,-37.818660723,144.957470255
"Part Ground , 525 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Nashi Panini,-37.818660723,144.957470255
"Shop , Podium , 525-535 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,St Ali Mercedes Me,-37.818660723,144.957470255
"Shop 24, Level 2, 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cavallino Cafe,-37.818657538,144.950245022
"Shop 24, Level 4, 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Whoop Dee Doo Cafe,-37.818657538,144.950245022
"Shop 5, Ground , 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Saporo @ Docklands,-37.818657538,144.950245022
"Unit 1, 29 Market Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Trust Bar,-37.818645576,144.960420429
68-70 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Schwobs Swiss,-37.818642272,144.957077278
68-70 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Swish Cafe,-37.818642272,144.957077278
Part 70-70 King Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Esspressino,-37.818640897,144.957067794
"Basement , 7 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Nirankar Indian Restaurant,-37.818620816,144.961956519
"Basement , 9 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Nirankar,-37.818620816,144.961956519
"Shop 7, 608 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Yoku Cafe,-37.818611162,144.954577938
"Shop 7, 608 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Lido Cafe,-37.818609773,144.954568442
"Shop 1, 608-610 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,J T's Fine Catering,-37.818609773,144.954568442
"Shop 2, Ground , 2-8 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Queen's Corner Cafe,-37.818587643,144.962710414
"Shop 2, Ground , 2 Queen Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Marquitos Cafe,-37.818587643,144.962710414
"Shop 2, Ground 2 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sushi Lian,-37.818587643,144.962710414
"Part Ground , 45 William Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,AJ's Terrace,-37.818580748,144.959149010
Part 495 Collins Street MELBOURNE 3000,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Alluvial Restaurant,-37.818541316,144.958126926
"Part Ground , 495 Collins Street MELBOURNE 3000",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Merchant Osteria Veneta,-37.818539947,144.958117450
